path_czi,channel_signal,channel_target
data/zo1/20161216_C01_025.czi,3,1
data/zo1/20161216_C01_026.czi,3,1
data/zo1/20161216_C01_019.czi,3,1
data/zo1/20161216_C01_055.czi,3,1
data/zo1/20161216_C01_047.czi,3,1
data/zo1/20161216_C01_029.czi,3,1
data/zo1/20161216_C01_056.czi,3,1
data/zo1/20161216_C01_017.czi,3,1
data/zo1/20161216_C01_039.czi,3,1
data/zo1/20161216_C01_038.czi,3,1
data/zo1/20161216_C01_049.czi,3,1
data/zo1/20161216_C01_015.czi,3,1
data/zo1/20161216_C01_057.czi,3,1
data/zo1/20161216_C01_053.czi,3,1
data/zo1/20161216_C01_031.czi,3,1
data/zo1/20161216_C01_024.czi,3,1
data/zo1/20161216_C01_001.czi,3,1
data/zo1/20161216_C01_012.czi,3,1
data/zo1/20161216_C01_036.czi,3,1
data/zo1/20161216_C01_043.czi,3,1
data/zo1/20161216_C01_041.czi,3,1
data/zo1/20161216_C01_032.czi,3,1
data/zo1/20161216_C01_037.czi,3,1
data/zo1/20161216_C01_045.czi,3,1
data/zo1/20161216_C01_059.czi,3,1
data/zo1/20161216_C01_002.czi,3,1
data/zo1/20161216_C01_052.czi,3,1
data/zo1/20161216_C01_020.czi,3,1
data/zo1/20161216_C01_014.czi,3,1
data/zo1/20161216_C01_006.czi,3,1
