path_czi,channel_signal,channel_target
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_1-Scene-01-P1-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_1-Scene-02-P4-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_1-Scene-03-P7-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_1-Scene-04-P10-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_1-Scene-05-P13-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_1-Scene-06-P16-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_1-Scene-08-P22-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_1-Scene-09-P25-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_2-Scene-01-P2-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_2-Scene-02-P5-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_2-Scene-03-P8-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_2-Scene-04-P11-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_2-Scene-05-P14-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_2-Scene-06-P17-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_2-Scene-07-P20-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_2-Scene-08-P23-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_2-Scene-09-P26-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_3-Scene-01-P3-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_3-Scene-02-P6-D04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_4-Scene-01-P28-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_4-Scene-03-P34-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_4-Scene-04-P37-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_4-Scene-05-P40-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_4-Scene-06-P43-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_4-Scene-07-P46-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_4-Scene-08-P49-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_4-Scene-09-P52-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_5-Scene-02-P32-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_5-Scene-03-P35-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_5-Scene-05-P41-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_5-Scene-06-P44-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_5-Scene-07-P47-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_5-Scene-08-P50-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000765/ZSD3/100X_zstack/3500000765_100X_20170328_6-Scene-01-P30-D05.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P01.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P02.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P03.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P04.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P05.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P06.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P07.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P08.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P09.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P10.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P11.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P12.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P13.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P14.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P15.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P16.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P17.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P18.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P19.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P20.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P21.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P22.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P23.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P24.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P25.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P26.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P27.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P28.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P32.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P33.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000741/ZSD2/100X_zstack/3500000741_100X_20170324_D04_P34.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_E07_P01.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_E07_P05.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_E07_P06.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_E07_P08.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_E08_P09.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_E08_P10.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_E08_P11.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_E08_P12.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_E08_P13.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_E08_P18.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_E08_P20.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_E08_P21.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_F07_P21.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_F07_P23.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_F07_P24.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_F07_P25.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000635/ZSD2/100X_zstack/3500000635_100X_20170227_F07_P27.czi,3,1
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E04_P02.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E04_P03.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E04_P07.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E04_P08.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E04_P09.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E04_P10.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E05_P11.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E05_P12.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E05_P13.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E05_P14.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E05_P16.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E05_P17.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E05_P21.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E05_P22.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E05_P23.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E06_P24.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E06_P25.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E06_P26.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E06_P27.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E06_P28.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E07_P29.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E07_P30.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E07_P31.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E07_P32.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E07_P33.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E07_P34.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E08_P35.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E08_P36.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E08_P37.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E08_P38.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_E08_P39.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_F04_P48.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_F04_P49.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_F05_P42.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_F05_P43.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_F05_P45.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_F05_P46.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000666/ZSD3/100X_zstack/3500000666_100X_20170303_F06_P41.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000729/ZSD3/100X_zstack/3500000729_100X_20170320_1-Scene-2-P25-E04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000729/ZSD3/100X_zstack/3500000729_100X_20170320_1-Scene-3-P26-E04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000729/ZSD3/100X_zstack/3500000729_100X_20170320_1-Scene-4-P28-E04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000729/ZSD3/100X_zstack/3500000729_100X_20170320_1-Scene-5-P29-E04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000729/ZSD3/100X_zstack/3500000729_100X_20170320_1-Scene-6-P30-E04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000729/ZSD3/100X_zstack/3500000729_100X_20170320_1-Scene-7-P31-E04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000729/ZSD3/100X_zstack/3500000729_100X_20170320_1-Scene-8-P32-E04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000729/ZSD3/100X_zstack/3500000729_100X_20170320_2-Scene-01-P33-F04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000729/ZSD3/100X_zstack/3500000729_100X_20170320_2-Scene-02-P34-F04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000729/ZSD3/100X_zstack/3500000729_100X_20170320_2-Scene-03-P35-F04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000729/ZSD3/100X_zstack/3500000729_100X_20170320_2-Scene-04-P36-F04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000729/ZSD3/100X_zstack/3500000729_100X_20170320_2-Scene-06-P38-F04.czi,6,3
//allen/aics/microscopy/PRODUCTION/PIPELINE_4_OptimizationAutomation/3500000729/ZSD3/100X_zstack/3500000729_100X_20170320_2-Scene-07-P39-F05.czi,6,3
